ID,Manual_Sleep_Topic,Funding_body,Scheme,Organisation,Investigators,Date,Funding,Summary
"APP2035256",no,NHMRC,"NHMRC Centres of Research Excellence","University of Melbourne","Assoc Prof Laura Tarzia",30-Aug-0024,3000000,Sexual violence severely damages victim/survivors' health. Our goal is to transform health services to support victim/survivors to restore wellbeing and enhance healing. We will generate new knowledge to strengthen health practice and policy and guide investment in new models of care. We will work with lived experience experts to enhance trauma-informed service delivery. We will support early and mid-career researchers by mentoring and an international network.
"APP2035259",no,NHMRC,"NHMRC Centres of Research Excellence","Monash University","Prof Janet Bray",30-Aug-0024,3000000,"Every year, over 31,000 out-of-hospital cardiac arrests (OHCA) occur in Australia and New Zealand, but only 7% survive. Actions taken in the initial minutes are critical to survival, but these are sub-optimal in our region. A paradigm shift is needed to improve our OHCA survival. We propose a comprehensive solution that integrates innovative health strategies, including cutting-edge technology, to enhance the efficacy and sophistication of the emergency response for OHCA."
"APP2035278",no,NHMRC,"NHMRC Centres of Research Excellence","Monash University","Prof Dennis Petrie",30-Aug-0024,3000000,"Australians with disabilities have poorer health due to avoidable disadvantages in various life areas, driven by factors like poverty and social exclusion. AHEAD aims to collaborate with a wide range of stakeholders to co-design sustainable solutions for these challenges, ensuring health equity for all."
"APP2035298",no,NHMRC,"NHMRC Centres of Research Excellence","Walter and Eliza Hall Institute of Medical Research","Prof Seth Masters",30-Aug-0024,3000000,"One part of the human immune system is hardwired and innate, responding immediately to invading pathogens. This requires a system of sensors that detect pathogens or the damage that pathogens cause to the host. Unfortunately, gene alterations can lead to increased activation of these pathways causing autoinflammatory diseases. In this Centre, we learn from these gene variants how our innate immune system works, and how to target these inflammatory pathways to prevent disease."
"APP2035302",no,NHMRC,"NHMRC Centres of Research Excellence","University of Tasmania","Prof Kaylene Young",30-Aug-0024,3000000,"Multiple Sclerosis (MS) is a disease that causes inflammation in the brain. People with MS need treatments that will protect and repair the brain. In our MS Centre, people with MS, researchers, and doctors work together to find out how MS affects the brain. This gives us clues about the type/s of drugs that might help. We grow brain cells in the lab, add the potential drugs, and measure the effect. Drugs that protect brain cells are then tested in the clinic to see how they help people with MS."
"APP2035303",no,NHMRC,"NHMRC Centres of Research Excellence","University of Melbourne","Dr Freya Shearer",30-Aug-0024,3000000,"Our Vision is to reduce disease and deaths associated with epidemic diseases in Australia. The Centre aims to advance methods and software tools in epidemic forecasting and analytics, and improve the utility of data collected by disease surveillance systems. Centre-led national Forecasting and Scenario Modelling Hubs will coordinate the provision of timely and high-quality evidence to decision-makers, improving public health responses."
"APP2035308",no,NHMRC,"NHMRC Centres of Research Excellence","University of Sydney","Prof Timothy Slade",30-Aug-0024,3000000,"The global landscape of youth mental health and substance use is rapidly changing. Precipitous rises in youth anxiety, depression and self-harm, coupled with major population shifts in risk factors and emerging challenges, call for urgent new approaches to prevent mental and substance use disorders. The PREMISE Next Generation CRE will identify new targets for prevention and develop new interventions to prevent the leading causes of disease burden in young Australians."
"APP2035317",no,NHMRC,"NHMRC Centres of Research Excellence","Murdoch Childrens Research Institute","Prof Jeanie Cheong",30-Aug-0024,3000000,"Extremely preterm birth is associated with lifelong health and developmental problems. This CRE proposes a research program to address pressing health and developmental issues identified by consumers and clinicians. We will use innovative research methods to improve outcomes in the newborn period, up to adulthood. Our strong record of training world research leaders will be expanded in this CRE. We will extend our collaborations for research and translation throughout Australia, and worldwide."
"APP2035319",no,NHMRC,"NHMRC Centres of Research Excellence","University of Newcastle","Prof Nicholas Talley",30-Aug-0024,3000000,"This Centre of Research Excellence will transform the clinical approach to extremely common chronic unexplained conditions of the digestive tract affecting millions of Australians. Combining advanced techniques to identify disease markers and personalised treatments, capture unmet patient needs, and remove dietary and other triggers, this work will improve symptoms, quality of life and patient experiences, and reduce the health care system burden due to chronic digestive tract disorders."
"APP2035343",no,NHMRC,"NHMRC Centres of Research Excellence","University of Melbourne","Prof Monica Slavin",30-Aug-0024,3000000,"There has been an explosion in the use of new cancer therapies acting on the immune system, however, infection is still the leading cause of death in these patients.  Simultaneously there has been an increase in the use of digital health systems which has created an ideal opportunity to design better systems to support cancer patients. We will transform infection prevention and management in high risk cancer patient groups in this new age of cancer immunotherapies and digital health."
